,Absorption,Emission,smiles
4368,532.688,622.1935,COc1ccc(C#Cc2ccc(C#N)cc2)cc1
836,532.688,622.1935,CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12
4123,532.688,622.1935,CCC(=O)c1ccc2cc(N(C)C)ccc2c1
2560,532.65137,625.8623,C=CC12CC(=C)Cc3ccc(-c4ccccc4)c(c31)-c1cc(C=CC)ccc12
468,532.65137,625.8623,COc1cccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O
3243,532.65137,625.8623,Cc1ccc2c3cnc1c2n[nH]c(=O)c3=O
2160,532.65137,625.8623,CC1=C2C=CC=C3CCCC3=C2C(C(=O)C2=CC(=O)CCCN(C)CC(N(C)C)C2)=CC=C1
1582,532.65137,625.8623,Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1
5116,532.64307,625.264,c1ccc(-c2nc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cn3)oc2-c2ccccc2)cc1
1646,532.6318,636.7189,COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1
1243,532.5953,617.2804,Cc1ccc(-n2c3ccccc3c3cc(C(=C(C#N)C#N)c4ccccc4)ccc32)cc1
1274,532.5953,617.2804,Nc1nc2ccc1cncc(CO)[nH]2
1209,532.5953,617.2804,Cc1n[nH]c2c1C(c1ccc([N+](=O)[O-])cc1)C(C#N)=C(N)O2
671,532.5953,617.2804,C(=Cc1ccnc2ccccc12)c1ccc(C=Cc2ccnc3ccccc23)cc1
2249,532.5953,617.2804,COc1ccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c(OC)c1
669,532.5953,617.2804,C(=Cc1ccnc2ccccc12)c1ccc(C=Cc2ccnc3ccccc23)cc1
2537,532.5746,615.7642,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1
4823,532.476,628.07666,Cc1ccc2ccc3ccccc4c5ccc1c2c5c4c3
735,532.3712,625.7047,Cc1ccc2oc(-c3cc4cc(C)ccc4oc3=O)cc2c1
2372,532.3712,625.7047,O=C(O)c1c2ccccc2nc2ccccc12
3647,532.3712,625.7047,CN(C)c1ccc(C=CC=C2CCC(=CC=Cc3ccc(N(C)C)cc3)C2=O)cc1
439,532.3712,625.7047,Cc1ccc2oc(-c3cc4cc(C)ccc4oc3=O)cc2c1
440,532.3101,627.0161,CCC1=C(C)C(=O)n2c1cc1c(C)c(CC(=O)O)c(C)n1c2=O
2701,532.3101,627.0161,COc1ccc(-c2nc(-c3cccc(OC)c3)[nH]c2-c2ccc(OC)cc2)cc1
959,532.3101,627.0161,c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(-n5c6ccccc6c6ccccc65)cc4cc23)cc1
1680,532.3101,627.0161,Oc1ccc2ccc3cccc4ccc1c2c34
1303,532.3101,627.0161,CNc1ccc2c(c1)-c1ccccc1C2=O
548,532.30286,624.5595,c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1
2358,532.30286,624.5595,COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1
2385,532.30286,624.5595,CC(C)(C)C1Nc2ccccc2C(=O)N1Cc1ccccc1
546,532.30286,624.5595,c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1
2742,532.256,613.96265,Cc1ccc(-n2c3ccccc3c3cc(C=C(C#N)C#N)ccc32)cc1
2156,532.2428,614.0857,Oc1ccccc1N=Cc1ccccc1Oc1ccccc1
4348,532.2363,609.80164,Cc1ccc(-c2ccc(C(=O)NC(C)(C)C)c3c2ccc2c4ccccc4c4ccccc4c23)cc1
4631,532.1793,616.25146,c1ccc(-c2nc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cn3)oc2-c2ccccc2)cc1
924,532.1591,618.10645,CC=C1c2cnc(cc2-c2cccnc2-c2cccc(C#N)c2)CCCCCC1(C)c1ccccc1CC
1902,532.1315,624.19135,C=CCOC(=O)C(C#N)=C1C=C(C=Cc2ccc(N(C)C)cc2)OC(C=Cc2ccc(N(C)C)cc2)=C1
3846,532.09076,608.96173,CCN(CC)c1ccc2cc(C=CC(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1
1327,532.0504,618.23254,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)C)cc3)nc2c1)NC(=O)OC(C)(C)C
3018,532.01135,607.46515,c1ccc(-c2nc(-c3c[nH]c4ccccc34)n3ccccc23)cc1
3571,531.9756,610.12506,
724,531.9756,610.12506,CC12C(=O)NC(=O)N(C3CC(O)C(CO)O3)C1C1Oc3cc4oc(=O)ccc4cc3C12
3645,531.9706,633.3154,COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O
635,531.9706,633.3154,COC(=O)c1nc2c(OCc3ccccc3)nc(N)nc2n1Cc1ccccc1
1172,531.9706,633.3154,Cc1ccc(O)c(C(=O)[O-])c1
2131,531.95807,610.5968,CN(C)c1ccc(C#Cc2cccnc2C#N)cc1
2306,531.9351,624.1786,Cc1ccc(OCc2cc(=O)oc3c2ccc2ccccc23)cc1
1312,531.9351,624.1786,CCOC(=O)C1=CN2C(C)=C(C1)C(=O)OCC(C)C2=C(CC)NC
2471,531.9351,624.1786,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccccc1
1632,531.9351,624.1786,CCCCCC(=O)C=Cc1ccc(C=Cc2ccccc2-c2nnc3ccc(C)cc3n2)cc1
1999,531.9351,624.1786,O=c1c2ccccc2[nH]c2ccccc12
2104,531.9351,624.1786,C=C(C=C(O)OO)c1nc2cccc(C)n2c1NCC
2015,531.9351,624.1786,O=C1C=C(Nc2ccccc2)CCC1
4022,531.9351,624.1786,CN(C)c1ccc(C=C2CCC(=Cc3ccc(C#N)cc3)C2=O)cc1
3556,531.9351,624.1786,CN(C)c1ccc(C=CC=C2CCC(=Cc3ccc(N(C)C)cc3)C2=O)cc1
4372,531.9351,624.1786,CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12
1246,531.8962,622.76654,COc1ccc(-c2nc(-c3cccc(OC)c3)[nH]c2-c2ccccc2)cc1
1048,531.8645,623.92017,CCC1(CC)c2cc(C=C(C#N)C#N)ccc2-c2ccc(N(C)C)cc21
4673,531.8473,620.6343,CC(=O)C1=Cc2ccc(-c3cc(N(C)C)c4ccccc4c3)cc2C=c2ccccc2=N1
3674,531.82776,634.2849,CN(C)c1ccc(-c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1
565,531.82776,634.2849,CN(C)c1ccc(C#Cc2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1
3717,531.82776,634.2849,O=C1C(=CC=Cc2cc3c4c(c2)CCCN4CCC3)CCC1=CC=Cc1cc2c3c(c1)CCCN3CCC2
554,531.82776,634.2849,CN(C)c1ccc(C#Cc2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1
3790,531.82776,634.2849,CC(C)(C)c1ccc2cc3c4cccc5cccc(c6cc(C(C)(C)C)cc(c2c1)c63)c54
3019,531.81915,620.9928,Cc1ccc2ccccc2c1
632,531.81915,620.9928,C(=Cc1nc2ccccc2[nH]1)c1ccc(C=Cc2nc3ccccc3[nH]2)cc1
1385,531.81915,620.9928,CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1
3797,531.81915,620.9928,COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1
610,531.7385,622.45667,CCN1C(=Cc2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21
608,531.7385,622.45667,CCN1C(=Cc2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21
2056,531.7216,619.9987,O=C1C=C(Nc2ccccc2)CCC1
3411,531.7216,619.9987,CCN1CCCCCC(C)(CN)CCCCCCCCOC2(CC)CC=CC=CC(=CCCC2)C1
3177,531.7216,619.9987,COc1ccc(N(c2ccc(C=C3C=Cc4c(ccc5c4C=CC=C4C=CC=CC=C45)C3)cc2)c2ccc(OC)cc2)cc1
1535,531.7216,619.9987,O=c1oc2cc3ccccc3cc2nc1-c1ccccc1
2429,531.67883,611.5151,COc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1
4243,531.61255,611.52594,O=C(C=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O
531,531.59033,627.0894,COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1
536,531.59033,627.0894,COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1
538,531.59033,627.0894,COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1
2193,531.58624,625.727,CCN(CC)c1ccc2cc(C#N)c(=NC(=O)C(C)C)oc2c1
2195,531.55676,625.72156,CCC1=C(C)C(=O)n2c1cc1c(CCC(=O)OC)c(C)c(C)n1c2=O
1089,531.55676,625.72156,c1ccc(N(c2ccccc2)c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1
4327,531.55676,625.72156,CN(C)c1ccc(C=CC=C2CCCC2=O)cc1
3750,531.55676,625.72156,CN(C)c1ccc(C=CC=C2CCCC2=O)cc1
3361,531.5259,616.79425,Cc1ccc2cc3ccccc(n12)=CC=C3C=O
3515,531.5259,616.79425,COc1ccc(N2C(=O)c3ccccc3NC2C(C)(C)C)cc1
2952,531.5259,616.79425,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=O
3524,531.48566,625.9322,CCOC(=O)c1cc(C(=O)OCC)c2c(C)ccc(O)c2n1
1494,531.48566,625.9322,O=C1C=C2C=CC=CC=C(N1)C2=O
2269,531.48566,625.9322,COc1ccc(C=C2OC(=O)c3ccccc32)cc1
4900,531.48566,625.9322,CN(C)c1c2ccccc2cc2ccccc12
3918,531.48566,625.9322,COc1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1
4268,531.4681,621.5457,COc1ccc(-c2cc(-c3ccc(C)cc3)nc3c(C#N)c(N4CCCC4)nc(N)c23)cc1
3335,531.44305,617.5404,c1ccc2c(-c3c4ccccc4c(-c4ccc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc4)c4ccccc34)cccc2c1
4766,531.4164,613.3991,c1ccc2c(-n3cnc4ccccc43)cccc2c1
3909,531.41284,621.4263,CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(-c4ccccc4)n3)ccc21
3175,531.4092,610.5595,CCOC(=O)CCCCCn1c2ccccc2c(=O)c2cc(N)ccc21
2924,531.4092,610.5595,CC(C)(C)OC(=O)n1ccc2c3ccc4cccc5ccc(cc21)c3c54
3148,531.4092,610.5595,COc1ccc2c(CC(=O)NN)coc2c1
1913,531.4092,610.5595,CCN(CC)c1ccc(C=NC=Cc2ccccc2O)cc1
2724,531.40027,626.8292,CCOC(=O)N=c1oc2c(OC)cccc2cc1C#N
2033,531.40027,626.8292,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(OC)c5cccc(C)c45)ccc(c23)C1=O
3376,531.40027,626.8292,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12
2816,531.3966,612.7253,[C-]#[N+]c1ccc(-c2ccc(NC)cc2)cc1
4818,531.35803,618.32666,CN=CC=CC=CC=Cc1ccc(OC)cc1
1814,531.3122,620.8566,CC[n+]1c(-c2ccccc2)c2cc(NC(N)=O)ccc2c2ccc(NC(N)=O)cc21
1482,531.271,618.9216,N#Cc1ccc(C=C2N=C(c3ccccc3)NC2=O)cc1
588,531.2615,617.2533,CC[n+]1ccc(C=Cc2ccc3ccc4cccc5ccc2c3c45)cc1
2466,531.2615,617.2533,CN(C)c1ccc(C=Cc2nc3ccc(N(C)C)cc3oc2=O)cc1
1756,531.2615,617.2533,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C
585,531.2615,617.2533,CC[n+]1ccc(C=Cc2ccc3ccc4cccc5ccc2c3c45)cc1
2799,531.2615,617.2533,CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)c(-c4cccc5ccccc45)c-3oc2c1
2642,531.2517,605.0932,CN(CCO)c1ccc(C=CC2=CC(=C(C#N)C#N)CC(C)(C)C2)cc1
482,531.16046,625.6983,CC[N+]1=C(C)C(=O)n2c1cc1c(CCC(=O)O)c(C)c(C)n1c2=O
3185,531.1133,601.4623,C=C(C)C=CC1=CC=CC(=CC=CC2=CC=C(C=O)N3C(=C2)C=CC=C3C(=O)OCC)C=C1
4146,531.10986,620.4413,CC1CNc2cccc3c(C#N)c(C#N)c4c1cccc4c23
1280,531.10675,616.7365,CCC1=C(C)C(=O)n2c1cc1c(c(C)c(C(=O)OCC(C)C)n1CC(C)C)c2=O
2977,531.10675,616.7365,CCOC(=O)CCOc1ccccc1C(c1c(C)[nH]c2ccccc12)c1c(C)[nH]c2ccccc12
5019,531.05164,625.6758,C=C(C)C(=O)OCC
4130,531.04,617.63715,CN(C)c1ccc(C=C2CCCC2=O)cc1
3536,531.04,617.63715,CN(C)c1cccc(C#N)c1
4505,531.01056,612.17395,c1ccc2c(-n3cnc4ccccc43)cccc2c1
4421,531.00494,617.1713,COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC
804,530.7319,619.4414,CCOC(=O)C(C#N)=C(C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1
3129,530.7319,619.4414,CN(C)c1ccc(C=Cc2nc3c4ccccc4c4ccccc4c3[nH]2)cc1
4202,530.7319,619.4414,CCc1ccc(C=Nc2cc(C(C)C)c(O)cc2C)cc1
3026,530.7279,624.18756,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(-c5ccc(OC)cc5)cc4)ccc(c23)C1=O
3425,530.7279,624.18756,O=c1c(Nc2ccccc2)c([O-])c1=[NH+]c1ccccc1
3426,530.7279,624.18756,Cc1ccc(-c2nc(-c3cccc(O)c3)[nH]c2-c2ccccc2)cc1
2622,530.7177,614.6302,c1ccc2nc3ccccc3cc2c1
600,530.7177,614.6302,C(#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccccc1
433,530.70264,626.97327,CC(=O)c1ccc(-c2cnc3nn4ccccc4c3n2)cc1
2323,530.648,621.2784,Cc1cc(O)c(C(=O)C=Cc2ccc(O)c(O)c2)c(=O)o1
1705,530.648,621.2784,N#Cc1ccc(N(c2ccccc2)c2ccc3ccc4cccc5ccc2c3c45)cc1
713,530.6428,618.3912,O=C1OC(c2ccccc2)=NC1=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1
4029,530.6428,618.3912,Oc1ccccc1N=Cc1ccccc1Oc1ccccc1
3142,530.6428,618.3912,CNc1ccc(C=CC#N)cc1
3239,530.6428,618.3912,c1cc2ccc3ccc(-n4c5ccccc5c5ccccc54)c4ccc(c1)c2c34
2336,530.6428,618.3912,COc1cc(OC)c2ccc(=O)oc2c1
2776,530.63104,610.9078,COCCC(C)(C)c1ccc(C=Cc2ccc(C)ccc2=O)c(OC)c1
837,530.63104,610.9078,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O
864,530.63104,610.9078,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O
3222,530.63104,610.9078,N#CC(C#N)=C(C=Cc1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2
487,530.631,633.69214,Cc1cn(CCCn2cc(C)c(=O)[nH]c2=O)c(=O)nc1-n1cncn1
4425,530.6199,626.70496,C(=Cc1ncc2ccccc2n1)c1ccc(N(c2ccccc2)c2ccccc2)cc1
4497,530.6199,626.70496,Oc1cccc2ncccc12
462,530.6199,626.70496,CN(C)c1ccc(-c2cc3ccc([N+](=O)[O-])cc3c(=O)o2)cc1
2279,530.6199,626.70496,O=C1CCCC2=C1CC1=C(CCCC1=O)N2NC(=O)c1ccccc1
1644,530.6199,626.70496,COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N
2005,530.6083,623.82495,O=C1CCCC2=C1CC1=C(CCCC1=O)N2NC(=O)c1ccc(O)cc1
3049,530.58887,611.43774,CC[N+]1=C(C=Cc2ccc3ccc4cccc5ccc2c3c45)C(C)(C)c2ccccc21
3704,530.5362,604.4995,COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12
1992,530.5355,609.41797,CN(C)c1ccc(C=Cc2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1
659,530.52716,621.31213,O=[N+]([O-])c1ccc(C=CC=Cc2ccc3ncnc(Nc4ccccc4)c3c2)cc1
1364,530.5261,628.4122,CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1
1803,530.417,620.9178,COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O
3334,530.417,620.9178,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C
1212,530.417,620.9178,Cc1cc(O)c(C(C)C)cc1N=Cc1ccc(O)cc1
1664,530.417,620.9178,CCCCCCCCCCCCCCCCOC(=O)c1ccc(N(c2ccccc2)c2ccccc2)cc1
2458,530.417,620.9178,Oc1ccc2ccc3cccc4ccc1c2c34
2302,530.3995,618.04285,CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(O)cc3c1C2c1ccccn1
4800,530.3804,623.98145,CCOC(=O)c1cccc(N(C)C)c1
2508,530.3804,623.98145,O=c1c(Nc2ccccc2)c([O-])c1=[NH+]c1ccccc1
4230,530.3804,623.98145,CN(C)c1ccc(C=C2CCCC2=O)cc1
1882,530.3804,623.98145,C[n+]1ccc(C=Cc2ccc3cc(O)ccc3c2)cc1
3811,530.3804,623.98145,COc1ccc(-c2nc(-c3ccccc3)c(C)o2)cc1
1132,530.3804,623.98145,CN(C)c1ccc(C=CC=CC=Cc2ccc(N(C)C)cc2)cc1
4665,530.3804,623.98145,CCOC(=O)c1cccnc1C=C1NC2=CC=CC=C1O2
1076,530.3804,623.98145,N#Cc1cnc(-c2c3ccccc3cc3ccccc23)nc1
2168,530.36926,606.2936,CCCCCCCCNC(CO)C(C)(C)NCCCCCCCC(C)C(=O)C1=CC(C)CCC1
917,530.3492,623.9732,CCC1=C(C)C(=O)n2c1cc1c(C)c(CCC(=O)O)c(C)n1c2=O
5052,530.3492,623.9732,CCN(CC)c1ccc2c(c1)OC(C1=CC=C1)=CC=C2C1=CC=C1
3567,530.3492,623.9732,CCN(CC)c1ccc2c(C)cc(=O)oc2c1
2685,530.3492,623.9732,O=C1CC(c2cccc([N+](=O)[O-])c2)c2c(c3ccccc3c3nc4ccccc4nc23)O1
2028,530.33887,616.2976,CCOC(=O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2cc4c5c(c2oc1=O)CCCN5CCC4)O3
1049,530.30194,614.1873,CN(C)c1ccc2c(C#Cc3cn4cccc4c3=CN)cccc2c1
2375,530.2946,619.62756,CCN(CC)c1ccc(C=Nc2ccccc2N=Cc2ccc(N(CC)CC)cc2O)c(O)c1
4265,530.26404,624.1265,O=[N+]([O-])c1ccc(C=CC=Cc2ccccc2)cc1
1502,530.26196,622.76044,COc1cc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c(OC)cc1C=Cc1ccncc1
3462,530.26196,622.76044,CCCCCCOc1ccc(-c2cnc(-c3nnc(-c4ccc(OCCCCCC)cc4)o3)o2)cc1
1584,530.26196,622.76044,Cc1cc(C=C2c3cccc(C)c32)c2ccc(N)cc2c1
1094,530.26196,622.76044,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O
2886,530.26196,622.76044,Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O
786,530.26196,622.76044,C=CCNc1ccc2c(ccc3oc4cc(=[N+](C)C)ccc-4nc32)c1
4760,530.26196,622.76044,C=C(C)c1cc(C)[nH]c1O
2752,530.2578,619.3262,O=C1Nc2ccccc2C1=CC(=O)c1ccc(O)cc1
3901,530.2491,621.09424,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C
4725,530.2491,621.09424,CN(C)c1ccc(C=Cc2nc3c4ccccc4c4ccccc4c3[nH]2)cc1
2243,530.2491,621.09424,COc1ccc(C(=O)C=C2C(=O)Nc3ccccc32)c(OC)c1
4938,530.2491,621.09424,C=C(C)C1=C2C=C3C=CC4=C5ON(C(=CC=C6C=C(CC5=CCC4=C)C(C)=C62)C=C1)C3C(=O)OC[CH2-]
668,530.2491,621.09424,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)C)cc3)nc2c1)NC(=O)OC(C)(C)C
4602,530.2491,621.09424,CN(C)c1ccc(C=Cc2nc3c4ccccc4c4ccccc4c3[nH]2)cc1
676,530.2491,621.09424,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)C)cc3)nc2c1)NC(=O)OC(C)(C)C
5038,530.2491,621.09424,N#Cc1ccc(C=CC=Cc2ccc([N+](=O)[O-])cc2)cc1
677,530.2491,621.09424,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)C)cc3)nc2c1)NC(=O)OC(C)(C)C
3188,530.2491,621.09424,CC=C1NC(CC)C(=O)C2=NC1C1=CC=C(C(CCCCCCC)CCCCCNCCCC)C=CC2=CC=CC=C1
1375,530.2491,621.09424,Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O
2947,530.2491,621.09424,CN(C)c1ccc2nc(C=Cc3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1
3322,530.2491,621.09424,CC[NH+]=c1cc2oc3cc(NCCC(=O)O)c4ccccc4c3nc-2cc1C
1577,530.2491,621.09424,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21
1326,530.2491,621.09424,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C
1969,530.2491,621.09424,c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1
2076,530.2491,621.09424,CCN(CC)c1ccc2c(C#N)c(C=C(C#N)c3nc4ccccc4o3)c(=O)oc2c1
5034,530.2491,621.09424,CCCCN(CCCC)c1ccc(C=Cc2ccc3nc4c(nc3c2)C2=CC=CC=CC(=CC=C4C#N)C=C2)cc1
1819,530.2491,621.09424,CN(C)c1ccc2c(c1)C(=O)NC2=O
667,530.2491,621.09424,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)C)cc3)nc2c1)NC(=O)OC(C)(C)C
4790,530.2491,621.09424,NC(=O)Cc1ccc(O)cc1
2905,530.2491,621.09424,CC(C)=CC1=CCN(C(=O)C=CC(=O)C=Cc2ccccc2)C1
1786,530.2491,621.09424,c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1
3782,530.2491,621.09424,Cc1ccc2c(c1)NC(=O)CC(=O)N2
1430,530.2479,622.0729,Oc1ccc2ccc3cccc4ccc1c2c34
2890,530.2479,622.0729,Cc1n[nH]c2c1C(c1ccc([N+](=O)[O-])cc1)C(C#N)=C(N)O2
4702,530.20544,604.411,N#Cc1cc2ccc(O)cc2oc1=O
1724,530.1916,620.01996,COc1cccc2cc(-c3ccc([N+](=O)[O-])cc3)c(=O)oc12
1825,530.18097,614.389,CC1(C)Cc2c(c3ccccc3c3nc4ccccc4nc23)O1
2548,530.18097,614.389,CN(C)c1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(N(C)C)cc5)c5ccc2c3c45)cc1
1473,530.18097,614.389,CN(C)c1ccc(C#Cc2cc3ccccc3oc2=O)cc1
1244,530.18097,614.389,C(=Cc1ccnc2ccccc12)c1ccc(C=Cc2ccnc3ccccc23)cc1
1437,530.18097,614.389,COc1ccc(-n2nc(C#N)c(NC(C)(C)C)n2)cc1
2480,530.1555,616.51404,C=C(C)C1=Nc2cc(C(N)=O)ccc2C1=CC
5011,530.14,603.1878,O=Cc1ccc(C=CC=Cc2ccccc2)cc1
832,530.12976,604.504,CC=C1C=CCC=CC(CCC)=CC2=CC=C3C=CC(=CC=C(C=C2)N3c2ccc(OC)cc2)OC1
611,530.11743,616.16187,CCC1=C(C)C(=O)n2c1cc1c(c(C)c(C(=O)OCC(C)C)n1CC(C)C)c2=O
1659,530.11743,616.16187,COc1ccc(C(=O)C=C2C(=O)Nc3ccccc32)cc1
595,530.11743,616.16187,CCC1=C(C)C(=O)n2c1cc1c(c(C)c(C(=O)OCC(C)C)n1CC(C)C)c2=O
2309,530.11743,616.16187,COc1ccc(-c2cc(-c3ccc(OC)cc3)c3c(N)nc(N4CCCC4)c(C#N)c3n2)cc1
3968,530.11743,616.16187,CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1
2513,530.11743,616.16187,COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1
1761,530.11743,616.16187,CCC1=C(C)C(=O)n2c1cc1c(C)cc(C)n1c2=O
613,530.11743,616.16187,CCC1=C(C)C(=O)n2c1cc1c(c(C)c(C(=O)OCC(C)C)n1CC(C)C)c2=O
2607,530.11743,616.16187,O=c1oc2cc3ccccc3cc2nc1-c1ccccc1
1279,530.11743,616.16187,COCCOc1ccc(OCCOC)c(C=O)c1
2261,530.11743,616.16187,Cc1ccc(C(=O)NN2C3=C(CC4=C2CCCC4=O)C(=O)CCC3)cc1
625,530.08374,615.5284,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1
3774,530.08374,615.5284,CN(N)c1ccc(C#CC2=CC=C(C#N)C(=O)C(=O)C2=O)cc1
619,530.08374,615.5284,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1
641,530.08374,615.5284,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1
4204,530.08374,615.5284,CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(C#N)cc2)cc1
3985,530.08374,615.5284,C=C1CC(CC)C(C(=O)OCC)=CN1
2953,530.08374,615.5284,CNc1cccc2c1C(=O)c1ccccc1C2=O
1718,530.08374,615.5284,CN(C)c1ccc(C=C(C=O)OO)cc1
1927,530.06525,626.90686,O=C1OC(c2ccccc2)=NC1=Cc1ccccc1
3056,530.06525,626.90686,CN(C)c1ccc(C=CC=C2CCCC2=O)cc1
277,530.06525,626.90686,Cc1cccc2cc3c(=O)n(C)c(=O)n(C)c3nc12
2484,530.06525,626.90686,CCOC(=O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2cc4c5c(c2oc1=O)CCCN5CCC4)O3
261,530.06525,626.90686,Cc1cccc2cc3c(=O)n(C)c(=O)n(C)c3nc12
4160,530.06525,626.90686,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C
